category,name,in_db,book,juan,sentence,phase,kind,action_hint,path
拟补人物,延光中,N,后汉书,第二十六章-梁统列传,棠卒，子安国嗣，延光中为侍中，有罪免官，诸梁为郎吏者皆坐免。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,弟婿郭举,N,后汉书,卷101,三二三四頁一０行憲女弟婿郭舉為侍中射聲校尉按：竇憲傳作「憲女婿」，通鑑同，此云「憲女弟婿」，未詳孰是。,donghan_mid,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,御史中丞,N,三国志,卷28,玫，侍中御史中丞。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,復留,N,后汉书,卷60下,遷巴郡太守，復留為侍中。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,成帝时,N,汉书,第四十章-霍光金日磾传,成帝时为侍中、骑都尉，领三辅胡、越骑。,chengai_mingjing,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,擢酺,N,后汉书,卷45,及肅宗即位，擢酺為侍中、虎賁中郎將。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,时子寻,N,汉书,第七十六章-王莽传中,时子寻为侍中京兆大君茂德侯，即作符命，言新室当分陕，立二伯，以丰为右伯，太傅平晏为左伯，如周、召故事。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,时子尋,N,汉书,卷099中,時子尋為侍中京兆大尹茂德侯，即作符命，言新室當分陝，立二伯，以豐為右伯，太傅平晏為左伯，如周召故事。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,时統,N,后汉书,卷30上,時統為侍中，厚隨在京師。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,时统,N,后汉书,第二十一章-苏竟杨厚列传上,时统为侍中，厚随在京师。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,时虞子和,N,后汉书,卷73,時虞子和為侍中，因此遣和潛從武關出，告虞將兵來迎。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,昆弟宾婚,N,汉书,第九章-天文志,四年，故大将军霍光夫人显、将军霍禹、范明友、奉车霍山及诸昆弟宾婚为侍中、诸曹、九卿、郡守皆谋反，咸伏其辜。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,昆弟賓婚,N,汉书,卷026,四年，故大將軍霍光夫人顯、將軍霍禹、范明友、奉車霍山及諸昆弟賓婚為侍中、諸曹、九卿、郡守皆謀反，咸伏其辜。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,权爲,N,三国志,卷02,拜權爲侍中鎮南將軍，封列侯，即日召使驂乘；,hanwei,制度+人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,李禎,N,三国志,卷06,侍中李禎，傕州里，素與傕通，語傕「所以持刀者，軍中不可不爾，此國家故事」。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,杜輔,N,汉书,卷098,皇-{后}-使侍中杜輔、掖庭令濁賢交送政君太子宮，見丙殿。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,汉安帝时,N,三国志,卷60,齐伯父纯，儒学有重名，汉安帝时为侍中、江夏太守，去官，与江夏黄琼、〔广汉〕杨厚俱公车徵。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,汝南伍琼,N,后汉书,第六十六章-董卓列传,乃任吏部尚书汉阳周BC60、侍中汝南伍琼、尚书郑公业、长史何颙等。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,涉为,N,汉书,第四十章-霍光金日磾传,敞子涉本为左曹，上拜涉为侍中，使待幸绿车载送卫尉舍。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,犧和,N,汉书,卷018,|||||||||-|紅休侯劉歆||以侍中犧和與平晏同功侯。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,王曠,N,三国志,卷23,晉元帝爲安東將軍，郃爲長史，侍中王曠與司馬越書曰：「裴郃在此，雖不治事，然識量弘淹，此下人士大敬附之。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,王林卿奴,N,汉书,卷100下,」晉灼曰：「何並斬侍中王林卿奴，是立志也。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,王粲作五,N,三国志,卷01,（注：是行也，侍中王粲作五言詩以美其事，曰：「從軍有苦樂，但問所從誰。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,王閎,N,全汉文,卷四十三,，侍中王閎上書諫，不從。,donghan_bureau,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,皆冠鵔鸃,N,汉书,卷093,故孝惠時，郎侍中皆冠鵔鸃，貝帶，傅脂粉，化閎、籍之屬也。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,皆冠鵕璘,N,史记,第六十五章-佞幸列传,故孝惠时郎侍中皆冠鵕璘，贝带，傅脂粉，化闳、籍之属也。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,皆冠鵕鸃,N,汉书,第六十六章-佞幸传,故孝惠时，郎侍中皆冠鵕鸃，贝带，傅脂粉，化闳、籍之属也。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,种輯素,N,后汉书,卷72,侍中种輯素與定親，乃言曰：『段煨欲反。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,秺金賞,N,汉书,卷019,|秺侯金賞為侍中太僕，七年遷。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,竝皆年少,N,全后汉文,卷四十八,一日朝會，見諸侍中竝皆年少，無一㝛儒大人可顧問者，誠可歎息。,donghan_bureau,制度+人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,綜並,N,三国志,卷62,權下都建業，詳、綜並為侍中，進封鄉侯，兼左、右領軍。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,群转,N,三国志,第二十二章-桓二陈徐卫卢传,群转为侍中，领丞相东西曹掾。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,聊蒼,N,全后汉文,卷三十九,《通志‧氏族略》-{云}-：「漢侍中聊蒼，著書號《聊子》。,donghan_bureau,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,能心計,N,后汉书,卷60下,桑弘羊，洛陽賈人也，以能心計為侍中。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,臣小同,N,三国志,卷04,」於是乃與羣臣共為奏永寧宮曰：「守尚書令太尉長社侯臣孚、大將軍武陽侯臣師、司徒萬歲亭侯臣柔、司空文陽亭侯臣冲、行征西安東將軍新城侯臣昭、光祿大夫關內侯臣邕、太常臣晏、衞尉昌邑侯臣偉、太僕臣嶷、廷尉定陵侯臣毓、大鴻臚臣芝、大司農臣祥、少府臣袤、永寧衞尉臣楨、永寧太僕臣閣、大長秋臣模、司隷校尉潁昌侯臣曾、河南尹蘭陵侯臣肅、城門校尉臣慮、中護軍永安亭侯臣望、武衞將,donghan_bureau,制度+人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,至御史,N,后汉书,卷116,自侍中至御史，皆以文属焉。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,荀勗,N,三国志,卷48,」旣至，車騎將軍賈充、尚書令裴秀、侍中荀勗等欲傲以所不知而不能屈。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,董贤方贵,N,汉书,第四十九章-盖诸葛刘郑孙毋将何传,时，侍中董贤方贵，上使中黄门发武库兵，前后十辈，送董贤及上乳母王阿舍。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,董贤爱幸,N,汉书,第十五章-蒯伍江息夫传,是时，侍中董贤爱幸，上欲侯之，遂下诏云：“躬、宠因贤以闻，封贤为高安侯，宠为方阳侯，躬为宜陵侯，食邑各千户。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,蔡邕勸,N,三国志,卷06,」卓怒，罷坐，欲誅植，侍中蔡邕勸之，得免。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,西北,N,全后汉文,卷七十二,蔡邕前坐侍中西北，近公卿，與光、晃相難問是非焉。,donghan_bureau,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,覬喻,N,三国志,卷02,今遣守尚書令侍中覬喻，王其速陟帝位，以順天人之心，副朕之大願。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,謁者帛敞,N,汉书,卷094下,」詔書中郎將韓隆、王昌、副校尉甄阜、侍中謁者帛敞、長水校尉王歙使匈奴，告單于曰：「西域內屬，不當得受，今遣之。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,谒者帛敞,N,汉书,第六十八章-匈奴传下,”诏遣中郎将韩隆、王昌、副校尉甄阜、侍中谒者帛敞、长水校尉王歙使匈奴，告单于曰：“西域内属，不当得受，今遣之。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,貴人飲,N,汉书,卷054,嘗與侍中貴人飲，侵陵之，莫敢應。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,貴重,N,汉书,卷089,又樂陵侯史高以外屬舊恩侍中貴重，霸薦高可太尉。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,賁赫自,N,史记,卷091,布所幸姬疾，請就醫，醫家與中大夫賁赫對門，姬數如醫家，賁赫自以為侍中，乃厚餽遺，從姬飲醫家。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,質已人,N,三国志,卷62,”}}此文既流行，而質已人為侍中矣。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,贊引,N,三国志,卷15,帝令侍中贊引，呼「隴西太守前」，楚當言「唯」，而大應稱「諾」。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,质已入,N,三国志,第十七章-是仪胡综传,”此文既流行，而质已入为侍中矣。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,贲赫自,N,史记,第三十一章-黥布列传,布所幸姬疾，请就医，医家与中大夫贲赫对门，姬数如医家，贲赫自以为侍中，乃厚餽遗，从姬饮医家。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,贵人饮,N,汉书,第二十四章-李广苏建传,尝与侍中贵人饮，侵陵之，莫敢应。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,贵重,N,汉书,第六十二章-循吏传,又乐陵侯史高以外属旧恩侍中贵重，霸荐高可太尉。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,赵彪大伯,N,汉书,卷019,|侍中光祿大夫趙彪大伯為侍中水衡都尉，三年卒。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,践脩前,N,三国志,第二章-吴主传,故先遣使者犒劳，又遣尚书、侍中践脩前言，以定任子。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,踐修前,N,三国志,卷47,故先遣使者犒勞，又遣尚書、侍中踐修前言，以定任子。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,辛毗奏,N,三国志,卷24,（注：《魏名臣奏》載侍中辛毗奏曰：「昔桓階為尚書令，以崔林非尚書才，遷以為河間太守。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,遂以彧,N,后汉书,第六十四章-郑孔荀列传,”书奏，帝从之，遂以彧为侍中、光禄大夫，持节，参丞相军事。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,金蟬左貂,N,全后汉文,卷三十四,}}侍中金蟬左貂。,donghan_bureau,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,鎮南,N,三国志,卷02,拜權爲侍中鎮南將軍，封列侯，即日召使驂乘；,hanwei,制度+人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,閭丘弘,N,后汉书,卷15,歷乃要結光祿勛祋諷，宗正劉瑋，將作大匠薛皓，侍中閭丘弘、陳光、趙代、施延，太中大夫朱倀、第五頡，中散大夫曹成，諫議大夫李尤，符節令張敬，持書侍御史龔調，羽林右監孔顯，城門司馬徐崇，衛尉守丞樂闈，長樂、未央廄令鄭安世等十餘人，俱詣鴻都門證太子無過。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,青龙二年,N,三国志,第二十二章-桓二陈徐卫卢传,青龙二年，入为侍中。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,面称朕违,N,后汉书,第四十一章-杨李翟应霍爰徐列传,”帝曰：“昔朱云廷折栏槛，今侍中面称朕违，敬闻阙矣。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,韋誕駮,N,三国志,卷11,侍中韋誕駮曰：「禮賢徵士，王政之所重也，古者考行於鄉。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,音独侧听,N,汉书,第七十四章-元后传,时太后从弟长乐卫尉弘子侍中音独侧听，具知章言，以语凤。,xihan_addition,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,養疾,N,全后汉文,卷七十五,是年遭疾，上印綬，詔書聽許，㠯侍中養疾。,donghan_bureau,制度+人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
拟补人物,黄初中,N,三国志,第二十一章-王卫二刘傅传,伯父巽，黄初中为侍中尚书。,hanwei,人物,核查是否史有明文任侍中；确认则建卡（勿自动定稿）,
制度沿革,,,后汉书,卷9,」《漢官儀》曰：「侍中，左蟬右貂，本秦丞相史，往來殿內，故謂之侍中。,origin,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷9.txt
制度沿革,左蟬右貂,,全后汉文,卷三十四,侍中左蟬右貂，本秦丞相史往來殿中，故謂之侍中。,origin,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷三十四.wikitext
制度沿革,左蟬右貂,,全后汉文,卷三十四,侍中左蟬右貂，本秦丞相史往來殿中，故謂之侍中。,origin,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷三十四.wikitext
制度沿革,左蟬右貂,,全后汉文,卷三十四,）侍中左蟬右貂，本秦丞相史往來殿中，故謂之侍中。,origin,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷三十四.txt
制度沿革,左蟬右貂,,全后汉文,卷三十四,）侍中左蟬右貂，本秦丞相史往來殿中，故謂之侍中。,origin,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷三十四.txt
制度沿革,典校书,,后汉书,卷114,至順帝時，平子爲侍中典校書，方作周官解說，乃欲以漸次述漢事，會復遷河閒相，遂莫能立也。,origin,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷114.txt
制度沿革,典校书,,后汉书,卷114,至順帝時，平子爲侍中典校書，方作周官解說，乃欲以漸次述漢事，會復遷河閒相，遂莫能立也。,origin,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷114.txt
制度沿革,典校书,,全后汉文,卷五十六,至順帝時，平子爲侍中典校書，方作《周官解說》，乃欲㠯漢次述漢事，會復遷河間相，遂莫能立也。,origin,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷五十六.txt
制度沿革,典校书,,全后汉文,卷五十六,至順帝時，平子爲侍中典校書，方作《周官解說》，乃欲㠯漢次述漢事，會復遷河間相，遂莫能立也。,origin,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷五十六.txt
制度沿革,,,全后汉文,卷三十四,）侍中，周官也。,origin,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷三十四.txt
制度沿革,,,全后汉文,卷三十四,}}侍中，周官，號曰常伯。,origin,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷三十四.txt
制度沿革,,,汉书,卷019,僕射，秦官，自侍中、尚書、博士、郎皆有。,origin,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷019.txt
制度沿革,,,全后汉文,卷三十四,《漢官表》曰：「凡侍中、左右曹諸吏、散騎、中常侍，皆加官也。,xihan_addition,制度,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷三十四.wikitext
制度沿革,,,全后汉文,卷三十四,）《漢官表》曰：「凡侍中、左右曹諸吏、散騎、中常侍，皆加官也。,xihan_addition,制度,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷三十四.txt
制度沿革,,,汉书,卷019,侍中、中常侍得入禁中，諸曹受尚書事，諸吏得舉法，散騎騎並乘輿車。,xihan_addition,制度,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷019.txt
制度沿革,,,汉书,卷019,」）給事中亦加官，（注：師古曰：「《漢官解詁》云掌侍從左右，無員，常侍中。,xihan_addition,制度,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷019.txt
制度沿革,,,汉书,卷019,侍中、左右曹、諸吏、散騎、中常侍，皆加官，（注：應劭曰：「入侍天子，故曰侍中。,xihan_addition,制度,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷019.txt
制度沿革,,,汉书,卷019,侍中、左右曹、諸吏、散騎、中常侍，皆加官，所加或列侯、將軍、卿大夫、將、都尉、尚書、太醫、太官令至郎中，亡員，多至數十人。,xihan_addition,制度,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷019.wikitext
制度沿革,后復征放,,汉书,卷059,後復徵放為侍中光祿大夫，秩中二千石。,xihan_addition,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷059.txt
制度沿革,,,后汉书,卷120,」《獨斷》曰：「公卿侍中尚書衣皁而朝者曰朝臣。,xihan_addition,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷120.wikitext
制度沿革,,,汉书,卷068,徙光祿大夫侍中，秩中二千石，封都成侯。,xihan_addition,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷068.txt
制度沿革,参乘,,后汉书,卷119,河南尹、執金吾、雒陽令奉引，奉車郎御，侍中參乘。,xihan_addition,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷119.txt
制度沿革,,,史记,卷087,且陛下深拱禁中，與臣及侍中習法者待事，事來有以揆之。,xihan_addition,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/史記/卷087.txt
制度沿革,侍郎,,后汉书,卷116,改給事黃門侍郎為侍中侍郎，去給事黃門之號，旋復復故。,xihan_addition,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷116.txt
制度沿革,出禁外,,后汉书,卷116,又侍中舊與中官俱止禁中，武帝時，侍中莽何羅挾刃謀逆，由是侍中出禁外，有事乃入，畢即出。,wudi_expansion,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷116.txt
制度沿革,出禁外,,后汉书,卷116,又侍中舊與中官俱止禁中，武帝時，侍中莽何羅挾刃謀逆，由是侍中出禁外，有事乃入，畢即出。,wudi_expansion,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷116.txt
制度沿革,,,汉书,卷082,而商子弟親屬爲駙馬都尉、侍中、中常侍、諸曹大夫郎吏者，皆出補吏，莫得留給事宿衛者。,wudi_expansion,制度,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷082.txt
制度沿革,,,汉书,第五十四章-王商史丹傅喜传,而商子弟亲属为驸马都尉、侍中、中常侍、诸曹大夫郎吏者，皆出补吏，莫得留给事宿卫者。,wudi_expansion,制度,纳入制度沿革页；若含人名再核名录,data/raw/mirror/漢書/传/第五十四章-王商史丹傅喜传.txt
制度沿革,中郎,,全汉文,卷二十七,武帝時，待詔，遷侍中中郎，坐法免，復召爲郎，拜東郡都尉，入爲光祿大夫侍中，後坐事誅。,wudi_expansion,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/全漢文/卷二十七.txt
制度沿革,中郎,,全汉文,卷二十七,武帝時，待詔，遷侍中中郎，坐法免，復召爲郎，拜東郡都尉，入爲光祿大夫侍中，後坐事誅。,wudi_expansion,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/全漢文/卷二十七.txt
制度沿革,张紹,,三国志,卷33,謹遣私署侍中張紹、光祿大夫譙周、駙馬都尉鄧良奉繼印綬，請命告誠，敬輸忠款，存亡敕賜，惟所裁之。,wudi_expansion,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/三國志/卷33.txt
制度沿革,张紹,,三国志,卷33,謹遣私署侍中張紹、光祿大夫譙周、駙馬都尉鄧良奉繼印綬，請命告誠，敬輸忠款，存亡敕賜，惟所裁之。,wudi_expansion,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/三國志/卷33.txt
制度沿革,,,汉书,卷082,元帝即位，爲駙馬都尉侍中，出常驂乘，甚有寵。,wudi_expansion,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷082.txt
制度沿革,,,后汉书,卷9,武帝時，孔安國爲侍中，以其儒者，特聽掌御唾壺，朝廷榮之。,wudi_expansion,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷9.txt
制度沿革,,,全后汉文,卷三十四,武帝時，孔安國爲侍中，㠯其儒者，特聽掌-{御}-坐唾壺，朝廷榮之。,wudi_expansion,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷三十四.txt
制度沿革,,,汉书,卷093,賢寵愛日甚，爲駙馬都尉侍中，出則參乘，入御左右，旬月間賞賜累巨萬，貴震朝廷。,wudi_expansion,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷093.txt
制度沿革,金敞,,汉书,第五十章-萧望之传,望之选白宗室明经达学散骑、谏大夫刘更生给事中，与侍中金敞并拾遗左右。,chengai_mingjing,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/mirror/漢書/传/第五十章-萧望之传.txt
制度沿革,金敞,,汉书,第五十章-萧望之传,望之选白宗室明经达学散骑、谏大夫刘更生给事中，与侍中金敞并拾遗左右。,chengai_mingjing,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/mirror/漢書/传/第五十章-萧望之传.txt
制度沿革,金敞,,汉书,卷078,望之選白宗室明經達學散騎諫大夫劉更生給事中，與侍中金敞並拾遺左右。,chengai_mingjing,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷078.txt
制度沿革,金敞,,汉书,卷078,望之選白宗室明經達學散騎諫大夫劉更生給事中，與侍中金敞並拾遺左右。,chengai_mingjing,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷078.txt
制度沿革,,,全汉文,卷四十八,成帝初，州舉茂材，復補博士，出爲東平王太傅，入爲光祿大夫，丞相司直，給事中，歷少府、光祿勳侍中、太子太傅。,chengai_mingjing,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/全漢文/卷四十八.txt
制度沿革,,,汉书,第六章-楚元王传,元帝初即位，太傅萧望之为前将军，少傅周堪为诸吏光禄大夫，皆领尚书事，甚见尊任，更生年少于望之、堪，然二人重之，荐更生宗室忠直，明经有行，擢为散骑、宗正给事中，与侍中金敞拾遗于左右。,chengai_mingjing,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/mirror/漢書/传/第六章-楚元王传.txt
制度沿革,,,全汉文,卷四十三,哀帝初，爲中常侍，進侍中。,chengai_mingjing,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/全漢文/卷四十三.txt
制度沿革,,,全后汉文,卷三十四,}}漢成帝取明經者充侍中，使辟百官公卿，參議可正爲止殿，行則負璽。,chengai_mingjing,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷三十四.txt
制度沿革,,,汉书,卷036,更生年少於望之、堪，然二人重之，薦更生宗室忠直，明經有行，擢為散騎宗正給事中，與侍中金敞拾遺於左右。,chengai_mingjing,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷036.txt
制度沿革,,,汉书,卷075,哀帝初即位，召尋待詔黃門，使侍中衛尉傅喜問尋曰：「間者水出地動，日月失度，星辰亂行，災異仍重，極言毋有所諱。,chengai_mingjing,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷075.txt
制度沿革,,,汉书,第四十七章-眭两夏侯京翼李传,哀帝初即位，召寻待诏黄门，使侍中卫尉傅喜问寻曰：“间者水出地动，日月失度，星辰乱行，灾异仍重，极言毋有所讳。,chengai_mingjing,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/mirror/漢書/传/第四十七章-眭两夏侯京翼李传.txt
制度沿革,,,汉书,卷068,時王莽新誅平帝外家衞氏，召明禮少府宗伯鳳入說爲人後之誼，白令公卿、將軍、侍中、朝臣並聽，欲以內厲平帝而外塞百姓之議。,wangmang,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷068.wikitext
制度沿革,,,汉书,第四十章-霍光金日磾传,时，王莽新诛平帝外家卫氏，召明礼少府宗伯凤入说为人后之宜，白令公卿、将军、侍中、朝臣并听，欲以内厉平帝而外塞百姓之议。,wangmang,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/mirror/漢書/传/第四十章-霍光金日磾传.txt
制度沿革,,,全后汉文,卷三十四,}}侍中，秩千石。,donghan_bureau,制度,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷三十四.txt
制度沿革,,,后汉书,卷8,侍中寺雌雞化爲雄。,donghan_bureau,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷8.txt
制度沿革,,,全后汉文,卷三十四,}}尚書令侍中，上東西寺及侍中寺。,donghan_bureau,制度,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷三十四.txt
制度沿革,,,后汉书,卷103,靈帝，南宫侍中寺雌雞欲化雄，一身毛皆似雄，但頭冠尚未變。,donghan_bureau,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷103.wikitext
制度沿革,,,后汉书,卷60下,』」又南宮侍中寺，雌雞欲化為雄，一身毛皆似雄，但頭冠尚未變。,donghan_bureau,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷60下.txt
制度沿革,,,后汉书,卷103,」）靈帝【光和元年】，南宫侍中寺雌雞欲化雄，一身毛皆似雄，但頭冠尚未變。,donghan_bureau,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷103.txt
制度沿革,皇权参乘,,全后汉文,卷三十四,）侍中皇權參乘，問︰「貂蟬何法？,donghan_bureau,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷三十四.txt
